comment_id,text,text_clean,vader_label,vader_score,distilbert_label,distilbert_score,lda_topic
244,"as an iOS user, i still believe that android  is the better operating system, compared to iOS because it allows users to install any type of application type possible (apk files etc) and also allows the user to modify their device to perform certain functions etc.",as an ios user i still believe that android is the better operating system compared to ios because it allows users to install any type of application type possible apk files etc and also allows the user to modify their device to perform certain functions etc,positive,0.6124,positive,0.5245,2
245,"Hell, yes!",hell yes,negative,-0.4404,positive,0.9967,1
246,Android been doing that for years,android been doing that for years,neutral,0.0,negative,0.7946,1
247,Small deeds of happiness for Apple users 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,small deeds of happiness for apple users,positive,0.5574,positive,0.9994,2
248,Ahmed's motivations pretty sad that you came on an ios video to talk about your android. like we literally could not care less yet here you are trying to tell us why android is better. also the screen being made my samsung literally means nothing,ahmed s motivations pretty sad that you came on an ios video to talk about your android like we literally could not care less yet here you are trying to tell us why android is better also the screen being made my samsung literally means nothing,positive,0.4352,negative,0.9993,2
249, @marsrobot151   read history then,read history then,neutral,0.0,positive,0.9895,4
250,Yessss way easier to skip my friends now,yessss way easier to skip my friends now,positive,0.7096,negative,0.9886,3
251,AnDrOId HaD iT fOR yeArS,android had it for years,neutral,0.0,negative,0.8897,1
252,"This should've been there from day 1, extremely inconvenient",this should ve been there from day extremely inconvenient,negative,-0.4005,negative,0.9994,2
253,"Yeah, we've had that for years now! lol",yeah we ve had that for years now lol,positive,0.6124,positive,0.9734,1
254,"Sad that Apple has to take so much time to just do that. Well, congratulations now. :)",sad that apple has to take so much time to just do that well congratulations now,positive,0.4404,negative,0.8206,5
255,Geeky Muhammad they take so much time because they make everything that Samsung has better. They don’t just take it and put on their phone. They upgrade it severely in some ways that you can’t see,geeky muhammad they take so much time because they make everything that samsung has better they dont just take it and put on their phone they upgrade it severely in some ways that you cant see,negative,-0.1779,negative,0.9971,5
256,"For everyone saying it’s been on android for years, yes that’s true but as someone already mentioned android has always looked ugly as hell even with all the customaziation it still looks ass. Even if we wait 100 years for a feature already on android, apple would do it 100 times better and looks a lot better. iOS is far better than android not only in looks but a lot of other things aswell. Android will forever be ugly and too complicated for simple daily use.",for everyone saying its been on android for years yes thats true but as someone already mentioned android has always looked ugly as hell even with all the customaziation it still looks ass even if we wait years for a feature already on android apple would do it times better and looks a lot better ios is far better than android not only in looks but a lot of other things aswell android will forever be ugly and too complicated for simple daily use,negative,-0.8294,negative,0.9992,1
257, @Shameonyou6  its literally not complicated. It's not rocket science.,its literally not complicated it s not rocket science,neutral,0.0,negative,0.9954,5
258,warms my heart that apple is taking in to consideration the Deaf community!!!:),warms my heart that apple is taking in to consideration the deaf community,positive,0.743,positive,0.9997,4
259,I hope it helps you!!! Sounds like it will be good! 😊,i hope it helps you sounds like it will be good,positive,0.872,positive,0.9998,2
260,Vanity68 NO PUN INTENDED,vanity no pun intended,negative,-0.4767,negative,0.9379,3
261,"I've been using it, not for accessibility, but for if i'm listening to music & can't hear what's going on - I have to say, it works VERY well, I think you'll love it!!",i ve been using it not for accessibility but for if i m listening to music can t hear what s going on i have to say it works very well i think you ll love it,positive,0.8717,positive,0.9998,3
262,What time did he say that ? Hey m hard of hearing,what time did he say that hey m hard of hearing,negative,-0.1027,negative,0.9957,3
263,"I’m with you girl!  My wife has  moderate hearing loss  and  its hard for her to hear a lot of things, including our baby sometimes.  I  set her up with baby crying, knock at the door,  doorbell,  alarms and sirens.  Its perfect for anyone!  I can listen to music on my headphones and still hear a knock at the door or the baby.  Its life changing for her.",im with you girl my wife has moderate hearing loss and its hard for her to hear a lot of things including our baby sometimes i set her up with baby crying knock at the door doorbell alarms and sirens its perfect for anyone i can listen to music on my headphones and still hear a knock at the door or the baby its life changing for her,negative,-0.4939,positive,0.9672,5
264,Skyler Kennedy That is our goal; always. 😉 Hope you are able to get great use of the feature and please submit any feedback that you can for all of our features. We depend on this feedback to improve products and features.,skyler kennedy that is our goal always hope you are able to get great use of the feature and please submit any feedback that you can for all of our features we depend on this feedback to improve products and features,positive,0.9042,positive,0.9984,3
265,My parents are deaf and love that!,my parents are deaf and love that,positive,0.6369,positive,0.9989,3
266,I’m so excited for you !!!,im so excited for you,positive,0.4005,positive,0.9998,1
267,You're amazing❤️,you re amazing,positive,0.5859,positive,0.9999,2
268,I didn’t know this either! I’m hard of hearing...wouldn’t say it’s that bad - 75% deaf on my left side and my right is almost perfect but I do miss a lot of things. Going to give it a shot!,i didnt know this either im hard of hearing wouldnt say its that bad deaf on my left side and my right is almost perfect but i do miss a lot of things going to give it a shot,negative,-0.2838,negative,0.9994,4
269,Awesome!!👏,awesome,positive,0.6249,positive,0.9999,2
270,I will say props to you,i will say props to you,neutral,0.0,positive,0.9977,3
271,wait how did you hear it?,wait how did you hear it,neutral,0.0,negative,0.9978,5
272,ghoulzz subtitles,ghoulzz subtitles,neutral,0.0,negative,0.965,4
273,how did you hear him mention that?,how did you hear him mention that,neutral,0.0,positive,0.6622,3
274,How did you hear him say that? Subtitles?,how did you hear him say that subtitles,neutral,0.0,negative,0.9784,3
275,"Michael Silvestri Subtitles are a thing. Also I happen to have implants that help me to hear better & I can connect them to my phone to essentially act as headphones. But they aren’t the same as having full hearing, hence why these features will be great.",michael silvestri subtitles are a thing also i happen to have implants that help me to hear better i can connect them to my phone to essentially act as headphones but they arent the same as having full hearing hence why these features will be great,positive,0.8573,positive,0.5577,1
276,Bro I’m so hype abt it bc of that lmao,bro im so hype abt it bc of that lmao,positive,0.5994,negative,0.9972,5
277,honestly i make shortcuts for my apps so they have different icons so this will hide the original apps 🥴🥴 i am most excited for that though,honestly i make shortcuts for my apps so they have different icons so this will hide the original apps i am most excited for that though,positive,0.721,negative,0.9894,1
278,finally omg,finally omg,neutral,0.0,negative,0.9508,2
279,How,how,neutral,0.0,positive,0.9858,1
280," @blackuggsoulja  hold down on the app as if to delete it and when the menu pops up it will ask if you want to delete the app, remove it from home screen or cancel",hold down on the app as if to delete it and when the menu pops up it will ask if you want to delete the app remove it from home screen or cancel,negative,-0.1779,negative,0.9992,2
281,Cant they just go to the far right and look at the apps list anyway,cant they just go to the far right and look at the apps list anyway,neutral,0.0,negative,0.9962,4
282,GoldGuy true,goldguy true,positive,0.4215,positive,0.9998,2
283, @GoldGuy369  what they dont know would be best,what they dont know would be best,positive,0.6369,negative,0.9948,4
284,fr now i can use tik tok,fr now i can use tik tok,neutral,0.0,negative,0.9947,2
285,Sayuni Dahanayaka same lmao,sayuni dahanayaka same lmao,positive,0.5994,negative,0.974,5
286,London A same,london a same,neutral,0.0,positive,0.9759,1
287,I’m excited for that but I have an iPhone 5s atm. I’m going to upgrade to a supported phone so I can use iOS 14,im excited for that but i have an iphone s atm im going to upgrade to a supported phone so i can use ios,positive,0.5647,negative,0.996,1
288,Holy shit I didn't even think about that,holy shit i didn t even think about that,negative,-0.5574,negative,0.9947,2
289,YEAHHH,yeahhh,neutral,0.0,positive,0.9562,1
290,Was that ment to be funny,was that ment to be funny,positive,0.4404,negative,0.9815,3
291,i did that once i ask seattles best for a certain coffee the said they didnt have it and i asked if starbucks does they said they didnt know,i did that once i ask seattles best for a certain coffee the said they didnt have it and i asked if starbucks does they said they didnt know,positive,0.743,negative,0.999,4
292,Bruh pizza huts way better than dominos,bruh pizza huts way better than dominos,positive,0.4404,positive,0.9893,4
293,"lol I use google assistant AND siri becuase I have a macbook, an Iphone and a Google home",lol i use google assistant and siri becuase i have a macbook an iphone and a google home,positive,0.4215,negative,0.97,5
294,Or searching google on bing,or searching google on bing,neutral,0.0,negative,0.9768,2
295,Siri is too stupid to understand the pun,siri is too stupid to understand the pun,negative,-0.5267,negative,0.9997,5
296,"do anyone know how backtap works ? from an engineering point of view, because i can't seem to get how it works since there is no sensors at the back, uses gyroscope maybe ?",do anyone know how backtap works from an engineering point of view because i can t seem to get how it works since there is no sensors at the back uses gyroscope maybe,negative,-0.296,negative,0.9993,3
297,​ @issambernannou8879  I've just analised all the sencors from my phone when tapping the back. the one that gave the most clear taps was the accelerometer. that's how id guess its doing it.,i ve just analised all the sencors from my phone when tapping the back the one that gave the most clear taps was the accelerometer that s how id guess its doing it,positive,0.4391,negative,0.9985,2
298,bro that's classic🤣😂🙆‍♀️,bro that s classic,neutral,0.0,positive,0.9997,2
299,Best comment here,best comment here,positive,0.6369,positive,0.9736,4
300,If y’all argue with me I probs won’t reply Bc I have better stuff to do ( I also might not get the notif if at one point I feel low enough to argue :P),if yall argue with me i probs wont reply bc i have better stuff to do i also might not get the notif if at one point i feel low enough to argue p,negative,-0.4588,negative,0.9992,2
301,Lol,lol,positive,0.4215,negative,0.9438,1
302,The disrespect 🤣,the disrespect,negative,-0.4215,negative,0.999,1
303,IM WHEEZING😂😂LEGIT IM DEAD,im wheezinglegit im dead,negative,-0.6486,negative,0.9998,5
304,"Actually  its calling Pizza Hut  to ask for Domino's number 

Like using IE to download  Chrome",actually its calling pizza hut to ask for domino s number like using ie to download chrome,positive,0.4215,negative,0.9943,4
305,Anubhav Trivedi thank you for ruining the simple expression.,anubhav trivedi thank you for ruining the simple expression,positive,0.128,negative,0.9973,4
306,Anubhav Trivedi other way around,anubhav trivedi other way around,neutral,0.0,negative,0.736,4
307,Anubhav Trivedi you literally said the same thing just reversed,anubhav trivedi you literally said the same thing just reversed,neutral,0.0,negative,0.9955,4
308,using internet explorer to download chrome,using internet explorer to download chrome,neutral,0.0,negative,0.951,1
309,Vice versa,vice versa,neutral,0.0,positive,0.999,1
310,"I used to use voice recognition for everything, but since switching from android to iPhone 11 I don’t use it at all because Siri is so terrible.",i used to use voice recognition for everything but since switching from android to iphone i dont use it at all because siri is so terrible,negative,-0.757,negative,0.9994,5
311,"Yes. He is right in his own way. Siri is the most loved but in India, the problem is , Siri doesn’t understand Indian accent much. G assistant is better in that department.",yes he is right in his own way siri is the most loved but in india the problem is siri doesnt understand indian accent much g assistant is better in that department,positive,0.5785,negative,0.998,5
312,Its also like searching for Google on Bing,its also like searching for google on bing,positive,0.3612,negative,0.9361,2
313,no one outpizzas The Hut™️,no one outpizzas the hut,negative,-0.296,negative,0.9956,2
314,No it’s not because dominos isn’t an information providing function,no its not because dominos isnt an information providing function,negative,-0.296,negative,0.9953,4
315,it's like using a mac to game.. (no offense to everyone who uses a mac to game i'm a big apple fan but don't use a mac to game please don't kill me thank bye),it s like using a mac to game no offense to everyone who uses a mac to game i m a big apple fan but don t use a mac to game please don t kill me thank bye,positive,0.1078,negative,0.9121,1
316," @naaya9222  
💯 agreed. But that’s for Mac Book. 
Mac book is not meant for gaming. No doubt about that. However, I Mac is really good for gaming. I am not saying that it’s best in the business, but it’s not bad either. Mac book serves the purpose of official as well as school use really well. While I Mac can be used for some good gaming also.",agreed but thats for mac book mac book is not meant for gaming no doubt about that however i mac is really good for gaming i am not saying that its best in the business but its not bad either mac book serves the purpose of official as well as school use really well while i mac can be used for some good gaming also,positive,0.9812,positive,0.9984,1
317,"Siri is mother of all the other assistants, Siri introduced virtual assistants to smartphones just like Apple introduced smartphones itself, even if it’s not on par today with Google Assistant/Alexa, Siri is still a decent assistant, I use it all the time, my HomePod is a very good example (since I don’t rarely use any assistants on my phone) sometimes Siri in the HomePod finds the song just by telling her the lyrics, while my Google Home nest and Echo Show don’t. Also Siri is always connected with me so she’s (subjective gender) more accessible and convenient to me since she travels throughout my all of my devices, whether it be desktop, notebooks, mobiles, tablets, watches, smart homes and even my headphones whilst Google Assistant is a bit limited, and Alexa is even more restricted",siri is mother of all the other assistants siri introduced virtual assistants to smartphones just like apple introduced smartphones itself even if its not on par today with google assistant alexa siri is still a decent assistant i use it all the time my homepod is a very good example since i dont rarely use any assistants on my phone sometimes siri in the homepod finds the song just by telling her the lyrics while my google home nest and echo show dont also siri is always connected with me so shes subjective gender more accessible and convenient to me since she travels throughout my all of my devices whether it be desktop notebooks mobiles tablets watches smart homes and even my headphones whilst google assistant is a bit limited and alexa is even more restricted,positive,0.5574,positive,0.9356,5
318,well sh-,well sh,positive,0.2732,positive,0.9971,5
319,shh,shh,neutral,0.0,negative,0.8887,1
320,IKR! total game changer! no more being paranoid of someone hacking your camera and mic!,ikr total game changer no more being paranoid of someone hacking your camera and mic,negative,-0.5778,negative,0.9937,2
321,Android definitely needs to copy this,android definitely needs to copy this,positive,0.4019,negative,0.9951,1
322, @pranavflame  MIUI 12 launched with this feature a few months ago lol,miui launched with this feature a few months ago lol,positive,0.5106,negative,0.8625,1
323," @pranavflame  already there in Android 10, it show little camera icon in notification bar next to WiFi icon.. I don't know if this is available to all phone or just me using SuperiorOS",already there in android it show little camera icon in notification bar next to wifi icon i don t know if this is available to all phone or just me using superioros,neutral,0.0,negative,0.9927,1
324,"I did give some feedback to Apple that I think on OLED screens, it should appear even when the screen is off because the dot only appears when the screen is on.",i did give some feedback to apple that i think on oled screens it should appear even when the screen is off because the dot only appears when the screen is on,neutral,0.0,negative,0.99,2
325,@Ill Bag Maybe but after it has been activated a message appears on control center for a moment explaining what the dot means.,bag maybe but after it has been activated a message appears on control center for a moment explaining what the dot means,neutral,0.0,negative,0.9932,3
326,"Won’t stop anyone, especially the government from being able to use it without your knowledge",wont stop anyone especially the government from being able to use it without your knowledge,positive,0.2235,negative,0.9761,3
327,Shortfuse Industries it more of a hardware and software feature if you hack the software the hardware will activated thus the light will appear you can’t use one without the other so you are safe,shortfuse industries it more of a hardware and software feature if you hack the software the hardware will activated thus the light will appear you cant use one without the other so you are safe,positive,0.4877,negative,0.9975,3
328,Was absolutely not expecting that,was absolutely not expecting that,neutral,0.0,positive,0.9859,2
329, @mauro_o_cesar  I've had it for about 7 years but maybe that's because it's an android,i ve had it for about years but maybe that s because it s an android,neutral,0.0,negative,0.9788,1
330,How do you get it,how do you get it,neutral,0.0,positive,0.9832,3
331," @Moe-xp3dm It's in dev beta rn, so you can find it somewhere, but the official public beta comes out in july",xp dm it s in dev beta rn so you can find it somewhere but the official public beta comes out in july,positive,0.2023,negative,0.9976,3
332,Grant you can push the off button twice to decline a call,grant you can push the off button twice to decline a call,positive,0.3612,negative,0.9864,3
333,Luke Dolley thank you finally somebody that actually knows that that is a thing,luke dolley thank you finally somebody that actually knows that that is a thing,positive,0.3612,positive,0.9997,1
334, @lukedolley742  It's good when u don't want to decline a call but still don't wanna pick up,it s good when u don t want to decline a call but still don t wanna pick up,positive,0.2732,negative,0.9213,5
335,I think you have no clue... you've been able to do that for a while now...,i think you have no clue you ve been able to do that for a while now,negative,-0.296,negative,0.9989,3
336,with this update I think their phones will still ring even after you removed it off your screen,with this update i think their phones will still ring even after you removed it off your screen,neutral,0.0,negative,0.7068,2
337,I've been doing that for years. You're the one who had no clue.,i ve been doing that for years you re the one who had no clue,negative,-0.296,negative,0.9984,3
338,You can't just go home to ignore the call?,you can t just go home to ignore the call,negative,-0.3612,negative,0.9994,3
339,Life changing indeed,life changing indeed,neutral,0.0,positive,0.9997,5
340,Wow after 100 years congrats... fhe innovative,wow after years congrats fhe innovative,positive,0.8779,positive,0.9998,1
341,The awquardness of waiting because if u rush and decline and they would know ur there so un just wait always hurts,the awquardness of waiting because if u rush and decline and they would know ur there so un just wait always hurts,negative,-0.4767,negative,0.9994,5
342,It was still possible with single / double tapping lock button,it was still possible with single double tapping lock button,neutral,0.0,negative,0.9142,1
343,I do cuz I have an android,i do cuz i have an android,neutral,0.0,positive,0.7223,3
344, @drag0n658  ok,ok,positive,0.296,positive,0.9998,4
345,Apple 10 years later: now u can put widgets in the middle.,apple years later now u can put widgets in the middle,neutral,0.0,negative,0.9869,1
346,"Siri: ""What is my purpose""
Marques: ""You open Google Assistant"" 
Siri: ""Identity crisis""",siri what is my purpose marques you open google assistant siri identity crisis,negative,-0.6249,positive,0.8984,5
347,Its uncanny how many of these UI improvements were wildly popular in the Jailbreak circles for years now,its uncanny how many of these ui improvements were wildly popular in the jailbreak circles for years now,positive,0.6249,positive,0.8448,1
348,"it’s definitely prayer hands cus it’s lined up. when u give ppl a high five, it’s usually w the same hand but ya just oppiste frm each other",its definitely prayer hands cus its lined up when u give ppl a high five its usually w the same hand but ya just oppiste frm each other,positive,0.4497,negative,0.9928,4
349,"apple: adds watching youtube on small screen
yt premium: say sike right now",apple adds watching youtube on small screen yt premium say sike right now,neutral,0.0,negative,0.959,2
350,"I’m still most excited about phone calls being out of the way, lol.",im still most excited about phone calls being out of the way lol,positive,0.6697,positive,0.9876,1
351,"Apple: Adds green and orange light to tell when the camera/mic is being used
The Government: Our plans are ruined",apple adds green and orange light to tell when the camera mic is being used the government our plans are ruined,negative,-0.4767,negative,0.9948,2
352,I hate how I can’t watch YouTube videos and have it still on my screen it always goes away still.,i hate how i cant watch youtube videos and have it still on my screen it always goes away still,negative,-0.5719,negative,0.999,5
353,The quality of Marques’ videos is just out of this world,the quality of marques videos is just out of this world,neutral,0.0,positive,0.8441,2
354,Marques: “I’ve had this beta for about a day now” - stares at the screen having expected he’d say at least a month,marques ive had this beta for about a day now stares at the screen having expected hed say at least a month,neutral,0.0,negative,0.979,2
355,"7:47 ""Finally""

This reaction is gold man",finally this reaction is gold man,neutral,0.0,positive,0.9955,2
356,First time in apple history when i’m actually excited about an ios update,first time in apple history when im actually excited about an ios update,positive,0.34,positive,0.9861,1
357,Prayer hands. The cuffs would be a different color if it was a high five.,prayer hands the cuffs would be a different color if it was a high five,neutral,0.0,negative,0.9861,2
358,"actually the widgets are: windows phone live tiles, ios version",actually the widgets are windows phone live tiles ios version,neutral,0.0,negative,0.9872,1
359,The whole shortcut thing everyone is doing isn’t even knew from the update. I don’t get why everyone is so excited about that,the whole shortcut thing everyone is doing isnt even knew from the update i dont get why everyone is so excited about that,positive,0.4795,negative,0.9988,4
360,My favourite “feature” is that incoming calls don’t take my phone hostage anymore.,my favourite feature is that incoming calls dont take my phone hostage anymore,neutral,0.0,negative,0.9267,2
361,Fun fact: iOS has had emoji search on the the Japanese version since the beginning of Apple emoji.,fun fact ios has had emoji search on the the japanese version since the beginning of apple emoji,positive,0.5106,negative,0.7907,1
362,"For all the FaceTiming people who like to pause, y’all better enjoy now! 😂",for all the facetiming people who like to pause yall better enjoy now,positive,0.8225,positive,0.9886,4
363,5:31 me angrily trying to do that with Netflix for a solid three minutes:😳,me angrily trying to do that with netflix for a solid three minutes,negative,-0.296,negative,0.9993,1
364,"5:59 
I love how that basically completely removed the use for YouTube premium",i love how that basically completely removed the use for youtube premium,positive,0.6369,negative,0.9857,5
365,"@Subhash Rawat actually 3 years... Only custom skinned are 2years (except oneplus, they give 3years update)",rawat actually years only custom skinned are years except oneplus they give years update,neutral,0.0,negative,0.9906,1
366,"Hope at least there will be top notch quality, design wise. When I had an Android , they were fugly and with a style that does not match with the OS, that I didn’t used for that reason.",hope at least there will be top notch quality design wise when i had an android they were fugly and with a style that does not match with the os that i didnt used for that reason,positive,0.7783,negative,0.9995,2
367," @3cani  iPhone fugly shape and fugly display is the reason i don't buy iPhones, they charge premium for a mid-range phone quality.",iphone fugly shape and fugly display is the reason i don t buy iphones they charge premium for a mid range phone quality,neutral,0.0,negative,0.9951,2
368,@Subhash Rawat The thing is that most people will replace or upgade their phone after 2 or 3 years anyway. Android are also way more affordable then iphone so they can experience new tech without worrying about money instead of sticking to only one phone for 5+ year,rawat the thing is that most people will replace or upgade their phone after or years anyway android are also way more affordable then iphone so they can experience new tech without worrying about money instead of sticking to only one phone for year,positive,0.2584,negative,0.971,1
369,@Subhash Rawat😑,rawat,neutral,0.0,positive,0.6898,1
370,Bose Is he wrong?,bose is he wrong,negative,-0.4767,negative,0.9856,3
371,@Subhash Rawat and that's how long phone plans are plus are updates actually improve are phone not kill it,rawat and that s how long phone plans are plus are updates actually improve are phone not kill it,positive,0.7676,negative,0.8952,1
372,LMAOOOOO I laughed too hard at this,lmaooooo i laughed too hard at this,positive,0.3818,negative,0.9879,4
373,Meanwhile Android has this feature on their first touchscreen android phone...,meanwhile android has this feature on their first touchscreen android phone,neutral,0.0,negative,0.7765,2
374,20 years later: always on display in Iphones,years later always on display in iphones,neutral,0.0,negative,0.725,1
375,Pio Bu 50 years later: hey guys you can now use Touch ID on the display! Totally like it didn’t take 53 more years than Android 😉😏,pio bu years later hey guys you can now use touch id on the display totally like it didnt take more years than android,positive,0.4201,negative,0.977,3
376,1st world problems,st world problems,negative,-0.4019,negative,0.9989,1
377,better late than never ig lol,better late than never ig lol,positive,0.1451,negative,0.9727,3
378,apple users 10 years later:   :O,apple users years later o,neutral,0.0,negative,0.964,1
379,Just get the hands on swift u will get the problems why they are late and why they perform the tasks with perfection,just get the hands on swift u will get the problems why they are late and why they perform the tasks with perfection,positive,0.4215,positive,0.9968,3
380,Least the widgets wont crash your push android crap,least the widgets wont crash your push android crap,negative,-0.088,negative,0.9988,3
381,Si Pearson at least your photos don’t capture nearly as much light as android,si pearson at least your photos dont capture nearly as much light as android,neutral,0.0,negative,0.9994,3
382,And with 34 cameras,and with cameras,neutral,0.0,positive,0.994,2
383,Imagine thinking your phone is superior to other people’s phones because you can place apps anywhere,imagine thinking your phone is superior to other peoples phones because you can place apps anywhere,positive,0.5423,positive,0.9607,2
384,More like now u can add widgets to homescreen on ipad 🙄,more like now u can add widgets to homescreen on ipad,positive,0.4201,negative,0.5077,3
385,God I hope not,god i hope not,positive,0.6124,negative,0.9988,4
386,Lol yeah🤣,lol yeah,positive,0.6124,positive,0.9972,1
387,"I am
An iPhone user and I approve this comment 😐",i am an iphone user and i approve this comment,neutral,0.0,positive,0.9986,2
388,the fact iphone users have never been able to use widget is fcking hilarious,the fact iphone users have never been able to use widget is fcking hilarious,positive,0.4019,positive,0.9707,2
389,What about iPad,what about ipad,neutral,0.0,positive,0.9824,4
390, @nitinvarma4763  probably need to wait another 20 years 🙁,probably need to wait another years,neutral,0.0,negative,0.9987,1
391,"i mean.. is placing widgets in the middle that important? if it is, they could easily add that feature in ios 14.1 or something",i mean is placing widgets in the middle that important if it is they could easily add that feature in ios or something,positive,0.4939,negative,0.9815,3
392," @n1kmin  if you can change your wallpaper then yes, it's very important, apple not gonna add something that easily without getting sued or buy the code. They have to find another way to avoid the law suit",if you can change your wallpaper then yes it s very important apple not gonna add something that easily without getting sued or buy the code they have to find another way to avoid the law suit,positive,0.6115,positive,0.9763,3
393,"This blew up I see

Well yeah, honestly getting the features without having to jailbreak is always better. My days of “must.jailbreak” or “must.root.flash.custom” days are long behind me, both my iPhone and Androids stay stock",this blew up i see well yeah honestly getting the features without having to jailbreak is always better my days of must jailbreak or must root flash custom days are long behind me both my iphone and androids stay stock,positive,0.8481,negative,0.9959,1
394,i feel like tim cook secretly jailbreaks his phone,i feel like tim cook secretly jailbreaks his phone,positive,0.3612,negative,0.9992,4
395,i loved my old jailbreaks but i stopped because it really isn’t fun anymore due to the fact that its all in normal ios and if i have a jailbreak feature miraculously 3 months later all the normies have the tweak/feature,i loved my old jailbreaks but i stopped because it really isnt fun anymore due to the fact that its all in normal ios and if i have a jailbreak feature miraculously months later all the normies have the tweak feature,negative,-0.5954,negative,0.9951,1
396,"What I was pointing at was already picked up on: It was weird that the exploit for the two most popular jailbreaks remained unpatched for so long, made me wonder if Apple is using it as market research or not",what i was pointing at was already picked up on it was weird that the exploit for the two most popular jailbreaks remained unpatched for so long made me wonder if apple is using it as market research or not,positive,0.2484,negative,0.9991,4
397,A good company does not wait 8 years.....,a good company does not wait years,positive,0.4404,positive,0.9996,1
398,Jailbreaking your phone basically makes it like an android,jailbreaking your phone basically makes it like an android,positive,0.3612,negative,0.9944,1
399,"Mike Hurt not really, obviously there is more adjustments on Android but to do the tweaks in android you can do on jailbroken iOS you need to root the android",mike hurt not really obviously there is more adjustments on android but to do the tweaks in android you can do on jailbroken ios you need to root the android,negative,-0.296,negative,0.9455,2
400,Exactly. I just made a separate comment about having widgets on my 4S and iPod Touch,exactly i just made a separate comment about having widgets on my s and ipod touch,neutral,0.0,negative,0.9793,4
401,"i have a feeling that apple's had the ability to squash all jailbreaking entirely if they wanted to, but they get their best ideas from them so they just pretend to.",i have a feeling that apple s had the ability to squash all jailbreaking entirely if they wanted to but they get their best ideas from them so they just pretend to,positive,0.772,negative,0.9988,1
402,aeonjoey yes a trillion dollar company is struggling to come up with ideas lmao the jailbreakers just copied android,aeonjoey yes a trillion dollar company is struggling to come up with ideas lmao the jailbreakers just copied android,positive,0.5859,negative,0.9987,1
403,So what? Isn’t it good that to get these features you dont have to jailbreak now.,so what isnt it good that to get these features you dont have to jailbreak now,negative,-0.3412,positive,0.9991,4
404,"And u can see the same blue sleeve on both the hands, so it's the same person, so it's prayer hands",and u can see the same blue sleeve on both the hands so it s the same person so it s prayer hands,neutral,0.0,negative,0.9897,2
405,Exactly. Who even angles his wrist that way when giving a high five.,exactly who even angles his wrist that way when giving a high five,positive,0.34,negative,0.9725,4
406,yea i think they might make it where it doesn’t work with picture in picture and set that as a yt premium thing,yea i think they might make it where it doesnt work with picture in picture and set that as a yt premium thing,neutral,0.0,negative,0.987,3
407,"Zina Verde you can go on the youtube website and it works with picture in picture, at least that’s how it is with ipad",zina verde you can go on the youtube website and it works with picture in picture at least thats how it is with ipad,neutral,0.0,positive,0.9723,3
408,Zina Verde Background playback is already Premium 🧐 Nothing changes.,zina verde background playback is already premium nothing changes,neutral,0.0,negative,0.996,5
409,Lmfaooo,lmfaooo,neutral,0.0,positive,0.5759,1
410,Yea their definitely gonna wanna make it Premium only lmao,yea their definitely gonna wanna make it premium only lmao,positive,0.765,negative,0.9167,5
411,Nah I tried it just barely YouTube had to be a jerk and report it to apple and now it’s not on iOS14,nah i tried it just barely youtube had to be a jerk and report it to apple and now its not on ios,negative,-0.4215,negative,0.9993,2
412,You can already do that with an samsung but ok,you can already do that with an samsung but ok,positive,0.4215,positive,0.9948,1
413,Samsung has been able to do that for a while now lol,samsung has been able to do that for a while now lol,positive,0.4215,positive,0.7994,1
414,You can do the same thing on an android phone but you HAVE to have yt premium to use it. Kinda lame,you can do the same thing on an android phone but you have to have yt premium to use it kinda lame,negative,-0.5041,negative,0.9995,2
415," @munschirl  you don't have to have yt premium to watch PIP. I do it all the time. I think the only thing that can't be watched is music/music videos. But depending on how the uploader worded the title, some songs fly under the radar.",you don t have to have yt premium to watch pip i do it all the time i think the only thing that can t be watched is music music videos but depending on how the uploader worded the title some songs fly under the radar,neutral,0.0,negative,0.9966,2
416,"It doesn't work with YouTube. Google wanted to make it a Premium-only feature on iPads, but Apple doesn't let you lock system features behind a paywall, so they just disabled PiP altogether on the iOS app. You can still use it if you watch a video on the website though.",it doesn t work with youtube google wanted to make it a premium only feature on ipads but apple doesn t let you lock system features behind a paywall so they just disabled pip altogether on the ios app you can still use it if you watch a video on the website though,neutral,0.0,negative,0.9979,5
417,"As how this works on android, it's gonna be a able only for YT premium, of course they're not ""dummies""",as how this works on android it s gonna be a able only for yt premium of course they re not dummies,neutral,0.0,negative,0.8639,3
418,Daniel Pardo nope Apple forbids restricting system features behind a paywall. That’s why iPads haven’t had pip in YouTube even thoughtless do have the ability,daniel pardo nope apple forbids restricting system features behind a paywall thats why ipads havent had pip in youtube even thoughtless do have the ability,positive,0.3498,negative,0.9905,5
419,Life hack: Install brave browser and have PiP for free for yt,life hack install brave browser and have pip for free for yt,positive,0.7717,negative,0.9938,5
420,Me: enjoying my yt premium,me enjoying my yt premium,positive,0.5267,positive,0.9999,2
421,It was already a thing on android lol,it was already a thing on android lol,positive,0.4215,negative,0.9934,1
422,if you are on android you also can do it by using the pop-up view,if you are on android you also can do it by using the pop up view,neutral,0.0,negative,0.8104,1
423,Youtube vanced is better,youtube vanced is better,positive,0.4404,negative,0.9646,5
424,YouTube Vanced: Am I a joke to you?,youtube vanced am i a joke to you,positive,0.296,negative,0.9863,5
425,You could do it on an andriod,you could do it on an andriod,neutral,0.0,positive,0.9801,3
